;;ITENS DE TRATO;;;;;;;;;;
Data de Inclusão;Id. Carregamento;;Hora;Dieta;;Carregamento;Ingrediente;Quantidade MN (kg);Motorista;Vagão;%MS Dieta Real;%NDT Dieta Real
08/09/2025;166042650000000;;16:37:58;CRECIMIENTO SORGO.19/08/2025;;11;FARELO DE SOJA;277,101563833;RUBEN VIERA;BAHMAN;42,25%;77,04%
08/09/2025;166042650000000;;16:37:58;CRECIMIENTO SORGO.19/08/2025;;11;UREIA PECUARIA;34,985013764;RUBEN VIERA;BAHMAN;42,25%;77,04%
08/09/2025;166042650000000;;16:37:58;CRECIMIENTO SORGO.19/08/2025;;11;CALCAREO;25,169214764;RUBEN VIERA;BAHMAN;42,25%;77,04%
08/09/2025;166042650000000;;16:44:53;CRECIMIENTO SORGO.19/08/2025;;11;Sorgo, silagem;3519,000000000;RUBEN VIERA;BAHMAN;42,25%;77,04%
08/09/2025;166042900000000;;17:05:36;TERMINACION SORGO-19/08/2025;;12;Sorgo, grão úmido silagem;1804,000000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166042420000000;;15:54:59;CRECIMIENTO SORGO.19/08/2025;;10;FARELO DE SOJA;341,472000000;RUBEN VIERA;BAHMAN;42,20%;77,06%
08/09/2025;166042420000000;;15:54:59;CRECIMIENTO SORGO.19/08/2025;;10;UREIA PECUARIA;43,112000000;RUBEN VIERA;BAHMAN;42,20%;77,06%
08/09/2025;166042420000000;;15:54:59;CRECIMIENTO SORGO.19/08/2025;;10;CALCAREO;31,016000000;RUBEN VIERA;BAHMAN;42,20%;77,06%
08/09/2025;166042420000000;;16:04:39;CRECIMIENTO SORGO.19/08/2025;;10;Sorgo, silagem;4397,000000000;RUBEN VIERA;BAHMAN;42,20%;77,06%
08/09/2025;166042650000000;;16:31:34;CRECIMIENTO SORGO.19/08/2025;;11;Sorgo, grão úmido silagem;1191,000000000;RUBEN VIERA;BAHMAN;42,25%;77,04%
08/09/2025;166042650000000;;16:34:25;CRECIMIENTO SORGO.19/08/2025;;11;MAIZ HUMIDO;1333,000000000;RUBEN VIERA;BAHMAN;42,25%;77,04%
08/09/2025;166042160000000;;15:08:33;TERMINACION SORGO-19/08/2025;;9;NUCLEO CONFINAMIENTO;35,840000000;RUBEN VIERA;BAHMAN;44,41%;78,64%
08/09/2025;166042160000000;;15:08:33;TERMINACION SORGO-19/08/2025;;9;CALCAREO;32,584000000;RUBEN VIERA;BAHMAN;44,41%;78,64%
08/09/2025;166042160000000;;15:15:47;TERMINACION SORGO-19/08/2025;;9;Sorgo, silagem;3854,000000000;RUBEN VIERA;BAHMAN;44,41%;78,64%
08/09/2025;166042420000000;;15:49:25;CRECIMIENTO SORGO.19/08/2025;;10;Sorgo, grão úmido silagem;1483,000000000;RUBEN VIERA;BAHMAN;42,20%;77,06%
08/09/2025;166042420000000;;15:52:11;CRECIMIENTO SORGO.19/08/2025;;10;MAIZ HUMIDO;1665,000000000;RUBEN VIERA;BAHMAN;42,20%;77,06%
08/09/2025;166042420000000;;15:54:59;CRECIMIENTO SORGO.19/08/2025;;10;NUCLEO CONFINAMIENTO;34,112000000;RUBEN VIERA;BAHMAN;42,20%;77,06%
08/09/2025;166041920000000;;14:24:28;CRECIMIENTO SORGO.19/08/2025;;8;CALCAREO;31,361389755;RUBEN VIERA;BAHMAN;42,26%;77,04%
08/09/2025;166041920000000;;14:31:47;CRECIMIENTO SORGO.19/08/2025;;8;Sorgo, silagem;4387,000000000;RUBEN VIERA;BAHMAN;42,26%;77,04%
08/09/2025;166042160000000;;15:01:56;TERMINACION SORGO-19/08/2025;;9;Sorgo, grão úmido silagem;1834,000000000;RUBEN VIERA;BAHMAN;44,41%;78,64%
08/09/2025;166042160000000;;15:04:44;TERMINACION SORGO-19/08/2025;;9;MAIZ HUMIDO;1905,000000000;RUBEN VIERA;BAHMAN;44,41%;78,64%
08/09/2025;166042160000000;;15:08:33;TERMINACION SORGO-19/08/2025;;9;FARELO DE SOJA;323,280000000;RUBEN VIERA;BAHMAN;44,41%;78,64%
08/09/2025;166042160000000;;15:08:33;TERMINACION SORGO-19/08/2025;;9;UREIA PECUARIA;45,296000000;RUBEN VIERA;BAHMAN;44,41%;78,64%
08/09/2025;166041680000000;;13:51:13;TERMINACION SORGO-19/08/2025;;7;Sorgo, silagem;3889,000000000;RUBEN VIERA;BAHMAN;44,30%;78,52%
08/09/2025;166041920000000;;14:19:23;CRECIMIENTO SORGO.19/08/2025;;8;Sorgo, grão úmido silagem;1483,000000000;RUBEN VIERA;BAHMAN;42,26%;77,04%
08/09/2025;166041920000000;;14:21:52;CRECIMIENTO SORGO.19/08/2025;;8;MAIZ HUMIDO;1665,000000000;RUBEN VIERA;BAHMAN;42,26%;77,04%
08/09/2025;166041920000000;;14:24:28;CRECIMIENTO SORGO.19/08/2025;;8;NUCLEO CONFINAMIENTO;34,491866370;RUBEN VIERA;BAHMAN;42,26%;77,04%
08/09/2025;166041920000000;;14:24:28;CRECIMIENTO SORGO.19/08/2025;;8;FARELO DE SOJA;345,274583519;RUBEN VIERA;BAHMAN;42,26%;77,04%
08/09/2025;166041920000000;;14:24:28;CRECIMIENTO SORGO.19/08/2025;;8;UREIA PECUARIA;43,592089087;RUBEN VIERA;BAHMAN;42,26%;77,04%
08/09/2025;166041680000000;;13:37:37;TERMINACION SORGO-19/08/2025;;7;Sorgo, grão úmido silagem;1804,000000000;RUBEN VIERA;BAHMAN;44,30%;78,52%
08/09/2025;166041680000000;;13:40:07;TERMINACION SORGO-19/08/2025;;7;MAIZ HUMIDO;1905,000000000;RUBEN VIERA;BAHMAN;44,30%;78,52%
08/09/2025;166041680000000;;13:42:49;TERMINACION SORGO-19/08/2025;;7;FARELO DE SOJA;326,978855835;RUBEN VIERA;BAHMAN;44,30%;78,52%
08/09/2025;166041680000000;;13:42:49;TERMINACION SORGO-19/08/2025;;7;UREIA PECUARIA;45,814260870;RUBEN VIERA;BAHMAN;44,30%;78,52%
08/09/2025;166041680000000;;13:42:49;TERMINACION SORGO-19/08/2025;;7;NUCLEO CONFINAMIENTO;36,250068650;RUBEN VIERA;BAHMAN;44,30%;78,52%
08/09/2025;166041680000000;;13:42:49;TERMINACION SORGO-19/08/2025;;7;CALCAREO;32,956814645;RUBEN VIERA;BAHMAN;44,30%;78,52%
08/09/2025;166041350000000;;10:16:22;CRECIMIENTO SORGO.19/08/2025;;6;MAIZ HUMIDO;1660,000000000;RUBEN VIERA;BAHMAN;42,21%;77,06%
08/09/2025;166041350000000;;10:19:25;CRECIMIENTO SORGO.19/08/2025;;6;NUCLEO CONFINAMIENTO;34,112000000;RUBEN VIERA;BAHMAN;42,21%;77,06%
08/09/2025;166041350000000;;10:19:25;CRECIMIENTO SORGO.19/08/2025;;6;FARELO DE SOJA;341,472000000;RUBEN VIERA;BAHMAN;42,21%;77,06%
08/09/2025;166041350000000;;10:19:25;CRECIMIENTO SORGO.19/08/2025;;6;UREIA PECUARIA;43,112000000;RUBEN VIERA;BAHMAN;42,21%;77,06%
08/09/2025;166041350000000;;10:19:25;CRECIMIENTO SORGO.19/08/2025;;6;CALCAREO;31,016000000;RUBEN VIERA;BAHMAN;42,21%;77,06%
08/09/2025;166041350000000;;10:27:01;CRECIMIENTO SORGO.19/08/2025;;6;Sorgo, silagem;4402,000000000;RUBEN VIERA;BAHMAN;42,21%;77,06%
08/09/2025;166041190000000;;09:47:51;TERMINACION SORGO-19/08/2025;;5;FARELO DE SOJA;121,593690000;RUBEN VIERA;BAHMAN;44,43%;78,67%
08/09/2025;166041190000000;;09:47:51;TERMINACION SORGO-19/08/2025;;5;UREIA PECUARIA;17,036958000;RUBEN VIERA;BAHMAN;44,43%;78,67%
08/09/2025;166041190000000;;09:47:51;TERMINACION SORGO-19/08/2025;;5;NUCLEO CONFINAMIENTO;13,480320000;RUBEN VIERA;BAHMAN;44,43%;78,67%
08/09/2025;166041190000000;;09:47:51;TERMINACION SORGO-19/08/2025;;5;CALCAREO;12,255657000;RUBEN VIERA;BAHMAN;44,43%;78,67%
08/09/2025;166041190000000;;09:58:55;TERMINACION SORGO-19/08/2025;;5;Sorgo, silagem;1449,000000000;RUBEN VIERA;BAHMAN;44,43%;78,67%
08/09/2025;166041350000000;;10:13:36;CRECIMIENTO SORGO.19/08/2025;;6;Sorgo, grão úmido silagem;1493,000000000;RUBEN VIERA;BAHMAN;42,21%;77,06%
08/09/2025;166040910000000;;09:03:04;TERMINACION SORGO-19/08/2025;;4;UREIA PECUARIA;45,296000000;RUBEN VIERA;BAHMAN;44,35%;78,58%
08/09/2025;166040910000000;;09:03:04;TERMINACION SORGO-19/08/2025;;4;NUCLEO CONFINAMIENTO;35,840000000;RUBEN VIERA;BAHMAN;44,35%;78,58%
08/09/2025;166040910000000;;09:03:04;TERMINACION SORGO-19/08/2025;;4;CALCAREO;32,584000000;RUBEN VIERA;BAHMAN;44,35%;78,58%
08/09/2025;166040910000000;;09:10:43;TERMINACION SORGO-19/08/2025;;4;Sorgo, silagem;3854,000000000;RUBEN VIERA;BAHMAN;44,35%;78,58%
08/09/2025;166041190000000;;09:42:55;TERMINACION SORGO-19/08/2025;;5;Sorgo, grão úmido silagem;694,000000000;RUBEN VIERA;BAHMAN;44,43%;78,67%
08/09/2025;166041190000000;;09:45:00;TERMINACION SORGO-19/08/2025;;5;MAIZ HUMIDO;717,000000000;RUBEN VIERA;BAHMAN;44,43%;78,67%
08/09/2025;166040610000000;;08:10:00;CRECIMIENTO SORGO.19/08/2025;;3;CALCAREO;31,016000000;RUBEN VIERA;BAHMAN;42,19%;77,06%
08/09/2025;166040610000000;;08:17:07;CRECIMIENTO SORGO.19/08/2025;;3;Sorgo, silagem;4407,000000000;RUBEN VIERA;BAHMAN;42,19%;77,06%
08/09/2025;166040610000000;;08:17:30;CRECIMIENTO SORGO.19/08/2025;;3;Sorgo, grão úmido silagem;1488,000000000;RUBEN VIERA;BAHMAN;42,19%;77,06%
08/09/2025;166040910000000;;08:56:28;TERMINACION SORGO-19/08/2025;;4;Sorgo, grão úmido silagem;1804,000000000;RUBEN VIERA;BAHMAN;44,35%;78,58%
08/09/2025;166040910000000;;08:59:54;TERMINACION SORGO-19/08/2025;;4;MAIZ HUMIDO;1900,000000000;RUBEN VIERA;BAHMAN;44,35%;78,58%
08/09/2025;166040910000000;;09:03:04;TERMINACION SORGO-19/08/2025;;4;FARELO DE SOJA;323,280000000;RUBEN VIERA;BAHMAN;44,35%;78,58%
08/09/2025;166040290000000;;07:22:57;CRECIMIENTO SORGO.19/08/2025;;2;Sorgo, silagem;4397,000000000;RUBEN VIERA;BAHMAN;42,22%;77,07%
08/09/2025;166040290000000;;07:23:11;CRECIMIENTO SORGO.19/08/2025;;2;Sorgo, grão úmido silagem;1488,000000000;RUBEN VIERA;BAHMAN;42,22%;77,07%
08/09/2025;166040610000000;;08:06:30;CRECIMIENTO SORGO.19/08/2025;;3;MAIZ HUMIDO;1665,000000000;RUBEN VIERA;BAHMAN;42,19%;77,06%
08/09/2025;166040610000000;;08:10:00;CRECIMIENTO SORGO.19/08/2025;;3;NUCLEO CONFINAMIENTO;34,112000000;RUBEN VIERA;BAHMAN;42,19%;77,06%
08/09/2025;166040610000000;;08:10:00;CRECIMIENTO SORGO.19/08/2025;;3;FARELO DE SOJA;341,472000000;RUBEN VIERA;BAHMAN;42,19%;77,06%
08/09/2025;166040610000000;;08:10:00;CRECIMIENTO SORGO.19/08/2025;;3;UREIA PECUARIA;43,112000000;RUBEN VIERA;BAHMAN;42,19%;77,06%
08/09/2025;166039960000000;;06:22:45;TERMINACION SORGO-19/08/2025;;1;Sorgo, silagem;3854,000000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166040290000000;;07:09:16;CRECIMIENTO SORGO.19/08/2025;;2;MAIZ HUMIDO;1665,000000000;RUBEN VIERA;BAHMAN;42,22%;77,07%
08/09/2025;166040290000000;;07:15:08;CRECIMIENTO SORGO.19/08/2025;;2;NUCLEO CONFINAMIENTO;34,112000000;RUBEN VIERA;BAHMAN;42,22%;77,07%
08/09/2025;166040290000000;;07:15:09;CRECIMIENTO SORGO.19/08/2025;;2;FARELO DE SOJA;341,472000000;RUBEN VIERA;BAHMAN;42,22%;77,07%
08/09/2025;166040290000000;;07:15:09;CRECIMIENTO SORGO.19/08/2025;;2;UREIA PECUARIA;43,112000000;RUBEN VIERA;BAHMAN;42,22%;77,07%
08/09/2025;166040290000000;;07:15:09;CRECIMIENTO SORGO.19/08/2025;;2;CALCAREO;31,016000000;RUBEN VIERA;BAHMAN;42,22%;77,07%
08/09/2025;264461940000000;;07:11:11;RECRIA FEMEA 08/08/2025;;1;MAIZ HUMIDO;1089,000000000;RUBEN VIERA;SILOKING;33,97%;63,89%
08/09/2025;264461940000000;;07:16:10;RECRIA FEMEA 08/08/2025;;1;FARELO DE SOJA;109,520040000;RUBEN VIERA;SILOKING;33,97%;63,89%
08/09/2025;264461940000000;;07:16:10;RECRIA FEMEA 08/08/2025;;1;UREIA PECUARIA;18,510856000;RUBEN VIERA;SILOKING;33,97%;63,89%
08/09/2025;264461940000000;;07:16:10;RECRIA FEMEA 08/08/2025;;1;NUCLEO CONFINAMIENTO;13,884224000;RUBEN VIERA;SILOKING;33,97%;63,89%
08/09/2025;264461940000000;;07:16:10;RECRIA FEMEA 08/08/2025;;1;CALCAREO;12,339128000;RUBEN VIERA;SILOKING;33,97%;63,89%
08/09/2025;264461940000000;;07:28:03;RECRIA FEMEA 08/08/2025;;1;CAPIASU;3085,000000000;RUBEN VIERA;SILOKING;33,97%;63,89%
12/09/2025;264465610000000;;15:50:59;RECRIA FEMEA 08/08/2025;;7;CAPIASU;2084,000000000;RUBEN VIERA;SILOKING;36,77%;63,08%
12/09/2025;264465610000000;;16:18:02;RECRIA FEMEA 08/08/2025;;7;MAIZ HUMIDO;772,000000000;RUBEN VIERA;SILOKING;36,77%;63,08%
12/09/2025;264465610000000;;16:22:08;RECRIA FEMEA 08/08/2025;;7;FARELO DE SOJA;144,472874862;RUBEN VIERA;SILOKING;36,77%;63,08%
12/09/2025;264465610000000;;16:22:08;RECRIA FEMEA 08/08/2025;;7;UREIA PECUARIA;24,419511193;RUBEN VIERA;SILOKING;36,77%;63,08%
12/09/2025;264465610000000;;16:22:08;RECRIA FEMEA 08/08/2025;;7;NUCLEO CONFINAMIENTO;18,314633394;RUBEN VIERA;SILOKING;36,77%;63,08%
12/09/2025;264465610000000;;16:22:08;RECRIA FEMEA 08/08/2025;;7;CALCAREO;16,275980917;RUBEN VIERA;SILOKING;36,77%;63,08%
12/09/2025;264465530000000;;14:16:25;PROTEINADO 03.%PV;;6;UREIA PECUARIA;306,000000000;RUBEN VIERA;SILOKING;88,34%;66,66%
12/09/2025;264465530000000;;14:24:54;PROTEINADO 03.%PV;;6;NUCLEO PASTO;145,000000000;RUBEN VIERA;SILOKING;88,34%;66,66%
12/09/2025;264465530000000;;14:27:57;PROTEINADO 03.%PV;;6;Fosfato Bicálcico 18;153,000000000;RUBEN VIERA;SILOKING;88,34%;66,66%
12/09/2025;264465530000000;;14:33:17;PROTEINADO 03.%PV;;6;Cloreto de sódio (Sal Comum);320,000000000;RUBEN VIERA;SILOKING;88,34%;66,66%
12/09/2025;264465530000000;;14:41:22;PROTEINADO 03.%PV;;6;FARELO DE SOJA;2192,000000000;RUBEN VIERA;SILOKING;88,34%;66,66%
12/09/2025;264465530000000;;14:56:22;PROTEINADO 03.%PV;;6;Sorgo, moído (nº3);2894,000000000;RUBEN VIERA;SILOKING;88,34%;66,66%
12/09/2025;264465420000000;;10:53:14;RECRIA FEMEA 08/08/2025;;5;CAPIASU;2831,000000000;RUBEN VIERA;SILOKING;35,31%;64,64%
12/09/2025;264465420000000;;10:59:19;RECRIA FEMEA 08/08/2025;;5;FARELO DE SOJA;100,767836735;RUBEN VIERA;SILOKING;35,31%;64,64%
12/09/2025;264465420000000;;10:59:19;RECRIA FEMEA 08/08/2025;;5;UREIA PECUARIA;17,032272109;RUBEN VIERA;SILOKING;35,31%;64,64%
12/09/2025;264465420000000;;10:59:19;RECRIA FEMEA 08/08/2025;;5;NUCLEO CONFINAMIENTO;12,774204082;RUBEN VIERA;SILOKING;35,31%;64,64%
12/09/2025;264465420000000;;10:59:19;RECRIA FEMEA 08/08/2025;;5;CALCAREO;11,352272109;RUBEN VIERA;SILOKING;35,31%;64,64%
12/09/2025;264465420000000;;11:01:37;RECRIA FEMEA 08/08/2025;;5;MAIZ HUMIDO;1112,000000000;RUBEN VIERA;SILOKING;35,31%;64,64%
12/09/2025;264465280000000;;09:34:30;PROTEINADO 03.%PV;;3;FARELO DE SOJA;2187,000000000;RUBEN VIERA;SILOKING;88,34%;66,79%
12/09/2025;264465280000000;;09:46:17;PROTEINADO 03.%PV;;3;Sorgo, moído (nº3);2904,000000000;RUBEN VIERA;SILOKING;88,34%;66,79%
12/09/2025;264465360000000;;10:10:19;PRE-MISTURA PECPHOS;;4;NUCLEO CONFINAMIENTO;499,000000000;RUBEN VIERA;SILOKING;90,57%;55,69%
12/09/2025;264465360000000;;10:16:59;PRE-MISTURA PECPHOS;;4;UREIA PECUARIA;588,000000000;RUBEN VIERA;SILOKING;90,57%;55,69%
12/09/2025;264465360000000;;10:25:24;PRE-MISTURA PECPHOS;;4;CALCAREO;426,000000000;RUBEN VIERA;SILOKING;90,57%;55,69%
12/09/2025;264465360000000;;10:33:28;PRE-MISTURA PECPHOS;;4;FARELO DE SOJA;4537,000000000;RUBEN VIERA;SILOKING;90,57%;55,69%
12/09/2025;264465160000000;;07:49:45;RECRIA FEMEA 08/08/2025;;2;CALCAREO;17,628000000;RUBEN VIERA;SILOKING;35,06%;63,99%
12/09/2025;264465160000000;;07:58:30;RECRIA FEMEA 08/08/2025;;2;CAPIASU;4224,000000000;RUBEN VIERA;SILOKING;35,06%;63,99%
12/09/2025;264465280000000;;09:19:30;PROTEINADO 03.%PV;;3;UREIA PECUARIA;301,000000000;RUBEN VIERA;SILOKING;88,34%;66,79%
12/09/2025;264465280000000;;09:22:14;PROTEINADO 03.%PV;;3;NUCLEO PASTO;150,000000000;RUBEN VIERA;SILOKING;88,34%;66,79%
12/09/2025;264465280000000;;09:23:42;PROTEINADO 03.%PV;;3;Fosfato Bicálcico 18;148,000000000;RUBEN VIERA;SILOKING;88,34%;66,79%
12/09/2025;264465280000000;;09:27:36;PROTEINADO 03.%PV;;3;Cloreto de sódio (Sal Comum);315,000000000;RUBEN VIERA;SILOKING;88,34%;66,79%
12/09/2025;264465040000000;;06:11:38;RECRIA FEMEA 08/08/2025;;1;CALCAREO;17,628000000;RUBEN VIERA;SILOKING;35,01%;63,89%
12/09/2025;264465040000000;;06:30:49;RECRIA FEMEA 08/08/2025;;1;CAPIASU;4224,000000000;RUBEN VIERA;SILOKING;35,01%;63,89%
12/09/2025;264465160000000;;07:46:07;RECRIA FEMEA 08/08/2025;;2;MAIZ HUMIDO;1570,000000000;RUBEN VIERA;SILOKING;35,06%;63,99%
12/09/2025;264465160000000;;07:49:45;RECRIA FEMEA 08/08/2025;;2;FARELO DE SOJA;156,474000000;RUBEN VIERA;SILOKING;35,06%;63,99%
12/09/2025;264465160000000;;07:49:45;RECRIA FEMEA 08/08/2025;;2;UREIA PECUARIA;26,448000000;RUBEN VIERA;SILOKING;35,06%;63,99%
12/09/2025;264465160000000;;07:49:45;RECRIA FEMEA 08/08/2025;;2;NUCLEO CONFINAMIENTO;19,836000000;RUBEN VIERA;SILOKING;35,06%;63,99%
11/09/2025;264464910000000;;16:25:02;RECRIA FEMEA 08/08/2025;;5;CALCAREO;16,773042000;RUBEN VIERA;SILOKING;35,04%;63,95%
11/09/2025;264464910000000;;16:29:59;RECRIA FEMEA 08/08/2025;;5;MAIZ HUMIDO;1490,000000000;RUBEN VIERA;SILOKING;35,04%;63,95%
12/09/2025;264465040000000;;06:08:46;RECRIA FEMEA 08/08/2025;;1;MAIZ HUMIDO;1555,000000000;RUBEN VIERA;SILOKING;35,01%;63,89%
12/09/2025;264465040000000;;06:11:38;RECRIA FEMEA 08/08/2025;;1;FARELO DE SOJA;156,474000000;RUBEN VIERA;SILOKING;35,01%;63,89%
12/09/2025;264465040000000;;06:11:38;RECRIA FEMEA 08/08/2025;;1;UREIA PECUARIA;26,448000000;RUBEN VIERA;SILOKING;35,01%;63,89%
12/09/2025;264465040000000;;06:11:38;RECRIA FEMEA 08/08/2025;;1;NUCLEO CONFINAMIENTO;19,836000000;RUBEN VIERA;SILOKING;35,01%;63,89%
11/09/2025;264464850000000;;15:21:26;PRE-MISTURA PECPHOS;;4;NUCLEO CONFINAMIENTO;529,000000000;RUBEN VIERA;SILOKING;90,62%;55,32%
11/09/2025;264464850000000;;15:29:27;PRE-MISTURA PECPHOS;;4;FARELO DE SOJA;4502,000000000;RUBEN VIERA;SILOKING;90,62%;55,32%
11/09/2025;264464910000000;;16:18:21;RECRIA FEMEA 08/08/2025;;5;CAPIASU;4024,000000000;RUBEN VIERA;SILOKING;35,04%;63,95%
11/09/2025;264464910000000;;16:25:01;RECRIA FEMEA 08/08/2025;;5;FARELO DE SOJA;148,885011000;RUBEN VIERA;SILOKING;35,04%;63,95%
11/09/2025;264464910000000;;16:25:02;RECRIA FEMEA 08/08/2025;;5;UREIA PECUARIA;25,165272000;RUBEN VIERA;SILOKING;35,04%;63,95%
11/09/2025;264464910000000;;16:25:02;RECRIA FEMEA 08/08/2025;;5;NUCLEO CONFINAMIENTO;18,873954000;RUBEN VIERA;SILOKING;35,04%;63,95%
11/09/2025;264464790000000;;14:08:52;PRE-MISTURA RECRIA;;3;UREIA PECUARIA;695,000000000;RUBEN VIERA;SILOKING;90,71%;53,91%
11/09/2025;264464790000000;;14:19:32;PRE-MISTURA RECRIA;;3;CALCAREO;449,000000000;RUBEN VIERA;SILOKING;90,71%;53,91%
11/09/2025;264464790000000;;14:26:35;PRE-MISTURA RECRIA;;3;NUCLEO CONFINAMIENTO;495,000000000;RUBEN VIERA;SILOKING;90,71%;53,91%
11/09/2025;264464790000000;;14:34:43;PRE-MISTURA RECRIA;;3;FARELO DE SOJA;4366,000000000;RUBEN VIERA;SILOKING;90,71%;53,91%
11/09/2025;264464850000000;;15:01:36;PRE-MISTURA PECPHOS;;4;CALCAREO;421,000000000;RUBEN VIERA;SILOKING;90,62%;55,32%
11/09/2025;264464850000000;;15:16:46;PRE-MISTURA PECPHOS;;4;UREIA PECUARIA;588,000000000;RUBEN VIERA;SILOKING;90,62%;55,32%
11/09/2025;264464670000000;;07:36:11;RECRIA FEMEA 08/08/2025;;2;MAIZ HUMIDO;1374,000000000;RUBEN VIERA;SILOKING;35,01%;63,89%
11/09/2025;264464670000000;;07:38:34;RECRIA FEMEA 08/08/2025;;2;FARELO DE SOJA;138,218700000;RUBEN VIERA;SILOKING;35,01%;63,89%
11/09/2025;264464670000000;;07:38:34;RECRIA FEMEA 08/08/2025;;2;UREIA PECUARIA;23,362400000;RUBEN VIERA;SILOKING;35,01%;63,89%
11/09/2025;264464670000000;;07:38:34;RECRIA FEMEA 08/08/2025;;2;NUCLEO CONFINAMIENTO;17,521800000;RUBEN VIERA;SILOKING;35,01%;63,89%
11/09/2025;264464670000000;;07:38:34;RECRIA FEMEA 08/08/2025;;2;CALCAREO;15,571400000;RUBEN VIERA;SILOKING;35,01%;63,89%
11/09/2025;264464670000000;;07:48:20;RECRIA FEMEA 08/08/2025;;2;CAPIASU;3731,000000000;RUBEN VIERA;SILOKING;35,01%;63,89%
11/09/2025;264464550000000;;06:05:59;RECRIA FEMEA 08/08/2025;;1;MAIZ HUMIDO;1369,000000000;RUBEN VIERA;SILOKING;35,25%;63,71%
11/09/2025;264464550000000;;06:11:18;RECRIA FEMEA 08/08/2025;;1;FARELO DE SOJA;155,939046154;RUBEN VIERA;SILOKING;35,25%;63,71%
11/09/2025;264464550000000;;06:11:18;RECRIA FEMEA 08/08/2025;;1;UREIA PECUARIA;26,357579487;RUBEN VIERA;SILOKING;35,25%;63,71%
11/09/2025;264464550000000;;06:11:18;RECRIA FEMEA 08/08/2025;;1;NUCLEO CONFINAMIENTO;19,768184615;RUBEN VIERA;SILOKING;35,25%;63,71%
11/09/2025;264464550000000;;06:11:18;RECRIA FEMEA 08/08/2025;;1;CALCAREO;17,567733333;RUBEN VIERA;SILOKING;35,25%;63,71%
11/09/2025;264464550000000;;06:25:16;RECRIA FEMEA 08/08/2025;;1;CAPIASU;3731,000000000;RUBEN VIERA;SILOKING;35,25%;63,71%
10/09/2025;264464430000000;;16:06:46;RECRIA FEMEA 08/08/2025;;5;CAPIASU;3801,000000000;RUBEN VIERA;SILOKING;35,00%;63,88%
10/09/2025;264464430000000;;16:23:18;RECRIA FEMEA 08/08/2025;;5;MAIZ HUMIDO;1398,000000000;RUBEN VIERA;SILOKING;35,00%;63,88%
10/09/2025;264464430000000;;16:30:10;RECRIA FEMEA 08/08/2025;;5;FARELO DE SOJA;140,617968000;RUBEN VIERA;SILOKING;35,00%;63,88%
10/09/2025;264464430000000;;16:30:10;RECRIA FEMEA 08/08/2025;;5;UREIA PECUARIA;23,767936000;RUBEN VIERA;SILOKING;35,00%;63,88%
10/09/2025;264464430000000;;16:30:10;RECRIA FEMEA 08/08/2025;;5;NUCLEO CONFINAMIENTO;17,825952000;RUBEN VIERA;SILOKING;35,00%;63,88%
10/09/2025;264464430000000;;16:30:10;RECRIA FEMEA 08/08/2025;;5;CALCAREO;15,841696000;RUBEN VIERA;SILOKING;35,00%;63,88%
10/09/2025;264464350000000;;14:56:20;PROTEINADO 03.%PV;;4;NUCLEO PASTO;150,000000000;RUBEN VIERA;SILOKING;88,33%;66,86%
10/09/2025;264464350000000;;15:00:29;PROTEINADO 03.%PV;;4;Fosfato Bicálcico 18;148,000000000;RUBEN VIERA;SILOKING;88,33%;66,86%
10/09/2025;264464350000000;;15:04:31;PROTEINADO 03.%PV;;4;Cloreto de sódio (Sal Comum);315,000000000;RUBEN VIERA;SILOKING;88,33%;66,86%
10/09/2025;264464350000000;;15:12:02;PROTEINADO 03.%PV;;4;UREIA PECUARIA;296,000000000;RUBEN VIERA;SILOKING;88,33%;66,86%
10/09/2025;264464350000000;;15:19:44;PROTEINADO 03.%PV;;4;FARELO DE SOJA;2182,000000000;RUBEN VIERA;SILOKING;88,33%;66,86%
10/09/2025;264464350000000;;15:31:20;PROTEINADO 03.%PV;;4;Sorgo, moído (nº3);2914,000000000;RUBEN VIERA;SILOKING;88,33%;66,86%
10/09/2025;264464270000000;;13:17:06;PROTEINADO 03.%PV;;3;NUCLEO PASTO;145,000000000;RUBEN VIERA;SILOKING;88,32%;66,92%
10/09/2025;264464270000000;;13:18:29;PROTEINADO 03.%PV;;3;Fosfato Bicálcico 18;143,000000000;RUBEN VIERA;SILOKING;88,32%;66,92%
10/09/2025;264464270000000;;13:24:32;PROTEINADO 03.%PV;;3;Cloreto de sódio (Sal Comum);315,000000000;RUBEN VIERA;SILOKING;88,32%;66,92%
10/09/2025;264464270000000;;13:29:27;PROTEINADO 03.%PV;;3;FARELO DE SOJA;2187,000000000;RUBEN VIERA;SILOKING;88,32%;66,92%
10/09/2025;264464270000000;;13:33:44;PROTEINADO 03.%PV;;3;UREIA PECUARIA;301,000000000;RUBEN VIERA;SILOKING;88,32%;66,92%
10/09/2025;264464270000000;;13:46:27;PROTEINADO 03.%PV;;3;Sorgo, moído (nº3);2909,000000000;RUBEN VIERA;SILOKING;88,32%;66,92%
10/09/2025;264464150000000;;08:53:07;RECRIA FEMEA 08/08/2025;;2;MAIZ HUMIDO;1057,000000000;FERNANDO;SILOKING;34,93%;63,90%
